premium,premium_monthly,premium_quaterly,premium_half_yearly,SA,Plan,Company,claim_ratio,plan_description,plan_features_1,plan_features_2,plan_features_3,age,Term,Type Of Policy,combined
13492,1152,,6830,7500000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 7,500,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,39,6,Term Life Insurance,Premium:13492 premium_monthly:1152 premium_quaterly:nan premium_quaterly:6830 Sum Assured:7500000 age:39 Term:6 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
14147,1238,3678.0,7215,7500000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,39,6,Term Life Insurance,Premium:14147 premium_monthly:1238 premium_quaterly:3678.0 premium_quaterly:7215 Sum Assured:7500000 age:39 Term:6 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
17555,1545,4582.0,9006,10000000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 10,000,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,39,13,Term Life Insurance,Premium:17555 premium_monthly:1545 premium_quaterly:4582.0 premium_quaterly:9006 Sum Assured:10000000 age:39 Term:13 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
12907,1118,3322.0,6517,10000000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,39,13,Term Life Insurance,Premium:12907 premium_monthly:1118 premium_quaterly:3322.0 premium_quaterly:6517 Sum Assured:10000000 age:39 Term:13 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
19116,1687,4970.0,9749,10000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,39,13,Term Life Insurance,Premium:19116 premium_monthly:1687 premium_quaterly:4970.0 premium_quaterly:9749 Sum Assured:10000000 age:39 Term:13 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
17130,1463,,8672,10000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 10,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,39,13,Term Life Insurance,Premium:17130 premium_monthly:1463 premium_quaterly:nan premium_quaterly:8672 Sum Assured:10000000 age:39 Term:13 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
18109,1585,4708.0,9236,10000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,39,13,Term Life Insurance,Premium:18109 premium_monthly:1585 premium_quaterly:4708.0 premium_quaterly:9236 Sum Assured:10000000 age:39 Term:13 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
14868,1313,3866.0,7583,5000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,38,7,Term Life Insurance,Premium:14868 premium_monthly:1313 premium_quaterly:3866.0 premium_quaterly:7583 Sum Assured:5000000 age:38 Term:7 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
9418,804,,4768,5000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 5,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,38,7,Term Life Insurance,Premium:9418 premium_monthly:804 premium_quaterly:nan premium_quaterly:4768 Sum Assured:5000000 age:38 Term:7 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
9822,859,2554.0,5009,5000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,38,7,Term Life Insurance,Premium:9822 premium_monthly:859 premium_quaterly:2554.0 premium_quaterly:5009 Sum Assured:5000000 age:38 Term:7 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
16874,1490,4387.0,8606,7500000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,40,9,Term Life Insurance,Premium:16874 premium_monthly:1490 premium_quaterly:4387.0 premium_quaterly:8606 Sum Assured:7500000 age:40 Term:9 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
13094,1118,,6629,7500000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 7,500,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,40,9,Term Life Insurance,Premium:13094 premium_monthly:1118 premium_quaterly:nan premium_quaterly:6629 Sum Assured:7500000 age:40 Term:9 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
13718,1200,3567.0,6996,7500000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,40,9,Term Life Insurance,Premium:13718 premium_monthly:1200 premium_quaterly:3567.0 premium_quaterly:6996 Sum Assured:7500000 age:40 Term:9 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
16638,1469,4326.0,8485,7500000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,38,5,Term Life Insurance,Premium:16638 premium_monthly:1469 premium_quaterly:4326.0 premium_quaterly:8485 Sum Assured:7500000 age:38 Term:5 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
14240,1216,,7209,7500000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 7,500,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,38,5,Term Life Insurance,Premium:14240 premium_monthly:1216 premium_quaterly:nan premium_quaterly:7209 Sum Assured:7500000 age:38 Term:5 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
14932,1306,3882.0,7616,7500000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,38,5,Term Life Insurance,Premium:14932 premium_monthly:1306 premium_quaterly:3882.0 premium_quaterly:7616 Sum Assured:7500000 age:38 Term:5 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
18644,1646,4847.0,9508,10000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,38,6,Term Life Insurance,Premium:18644 premium_monthly:1646 premium_quaterly:4847.0 premium_quaterly:9508 Sum Assured:10000000 age:38 Term:6 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
16498,1409,,8352,10000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 10,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,38,6,Term Life Insurance,Premium:16498 premium_monthly:1409 premium_quaterly:nan premium_quaterly:8352 Sum Assured:10000000 age:38 Term:6 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
17311,1515,4501.0,8829,10000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,38,6,Term Life Insurance,Premium:17311 premium_monthly:1515 premium_quaterly:4501.0 premium_quaterly:8829 Sum Assured:10000000 age:38 Term:6 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
18644,1646,4847.0,9508,10000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,40,6,Term Life Insurance,Premium:18644 premium_monthly:1646 premium_quaterly:4847.0 premium_quaterly:9508 Sum Assured:10000000 age:40 Term:6 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
16498,1409,,8352,10000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 10,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,40,6,Term Life Insurance,Premium:16498 premium_monthly:1409 premium_quaterly:nan premium_quaterly:8352 Sum Assured:10000000 age:40 Term:6 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
17311,1515,4501.0,8829,10000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,40,6,Term Life Insurance,Premium:17311 premium_monthly:1515 premium_quaterly:4501.0 premium_quaterly:8829 Sum Assured:10000000 age:40 Term:6 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
